,pro_id,name,cate,price,url,url_img,ecom
22,23,Samsung Galaxy A35 5G,dtdd,8.090.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a35-5g,https://cdn.tgdd.vn/Products/Images/42/321772/samsung-galaxy-a35-5g-xanh-thumb-1-600x600.jpg,thegioididong
23,24,iPhone 11,dtdd,8.990.000₫,https://www.thegioididong.com/dtdd/iphone-11,https://cdn.tgdd.vn/Products/Images/42/153856/iphone-11-trang-600x600.jpg,thegioididong
24,25,Samsung Galaxy S24 FE 5G,dtdd,16.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-fe,https://cdn.tgdd.vn/Products/Images/42/322789/samsung-galaxy-s24-fe-mint-thumb-1-600x600.jpg,thegioididong
25,26,OPPO A3,dtdd,4.990.000₫,https://www.thegioididong.com/dtdd/oppo-a3-6gb-128gb,https://cdn.tgdd.vn/Products/Images/42/328453/oppo-a3-purple-thumb-1-600x600.jpg,thegioididong
26,27,Samsung Galaxy Z Flip6 5G,dtdd,22.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip6,https://cdn.tgdd.vn/Products/Images/42/320722/samsung-galaxy-z-flip6-xanh-thumbn-600x600.jpg,thegioididong
27,28,OPPO A18 4GB/64GB,dtdd,3.290.000₫,https://www.thegioididong.com/dtdd/oppo-a18,,thegioididong
28,29,Xiaomi Redmi A3,dtdd,2.090.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-a3,https://cdn.tgdd.vn/Products/Images/42/320734/xiaomi-redmi-a3-xanh-l%C3%A1-thumb-600x600.jpg,thegioididong
29,30,realme C65,dtdd,3.590.000₫,https://www.thegioididong.com/dtdd/realme-c65,https://cdn.tgdd.vn/Products/Images/42/323002/realme-c65-purple-thumb-600x600.jpg,thegioididong
30,31,vivo Y100,dtdd,6.490.000₫,https://www.thegioididong.com/dtdd/vivo-y100,https://cdn.tgdd.vn/Products/Images/42/302197/vivo-y100-xanh-thumb-1-600x600.jpg,thegioididong
31,32,vivo Y03,dtdd,3.290.000₫,https://www.thegioididong.com/dtdd/vivo-y03,https://cdn.tgdd.vn/Products/Images/42/322996/vivo-y03-xanh-thumb-1-600x600.jpg,thegioididong
32,33,Samsung Galaxy M55 5G,dtdd,8.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-m55-5g-12gb-256gb,https://cdn.tgdd.vn/Products/Images/42/327372/samsung-galaxy-m55-5g-black-thumb-600x600.jpg,thegioididong
33,34,iPhone 15,dtdd,19.790.000₫,https://www.thegioididong.com/dtdd/iphone-15,https://cdn.tgdd.vn/Products/Images/42/281570/iphone-15-hong-thumb-1-600x600.jpg,thegioididong
34,35,OPPO Reno12 F 5G,dtdd,8.890.000₫,https://www.thegioididong.com/dtdd/oppo-reno12-f-5g-12gb-256gb,https://cdn.tgdd.vn/Products/Images/42/327190/oppo-reno12-f-5g-orange-thumb-600x600.jpg,thegioididong
35,36,iPhone 14,dtdd,17.290.000₫,https://www.thegioididong.com/dtdd/iphone-14,https://cdn.tgdd.vn/Products/Images/42/240259/iPhone-14-thumb-trang-600x600.jpg,thegioididong
36,37,Samsung Galaxy S24 5G,dtdd,17.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-256gb-5g,https://cdn.tgdd.vn/Products/Images/42/319665/samsung-galaxy-s24-yellow-thumbnew-600x600.jpg,thegioididong
37,38,Samsung Galaxy S24+ 5G,dtdd,18.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-plus-5g,https://cdn.tgdd.vn/Products/Images/42/307172/samsung-galaxy-s24-plus-violet-thumbnew-600x600.jpg,thegioididong
38,39,realme C67,dtdd,3.790.000₫,https://www.thegioididong.com/dtdd/realme-c67?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/42/319658/realme-c67-xanh-thumb-600x600.jpg,thegioididong
39,40,realme C53 8GB/256GB,dtdd,3.590.000₫,https://www.thegioididong.com/dtdd/realme-c53-8gb,,thegioididong
40,41,OPPO A38,dtdd,4.490.000₫,https://www.thegioididong.com/dtdd/oppo-a38-6gb,https://cdn.tgdd.vn/Products/Images/42/320836/oppo-a38-black-thumb-600x600.jpg,thegioididong
41,42,vivo Y36 8GB/256GB,dtdd,5.190.000₫,https://www.thegioididong.com/dtdd/vivo-y36?utm_flashsale=1,,thegioididong
42,43,OPPO Reno11 Pro 5G 12GB/512GB,dtdd,11.990.000₫,https://www.thegioididong.com/dtdd/oppo-reno11-pro?utm_flashsale=1,,thegioididong
43,44,Samsung Galaxy A15 8GB/256GB,dtdd,4.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a15-256gb,,thegioididong
44,45,Samsung Galaxy A05s,dtdd,3.590.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a05s-6gb,https://cdn.tgdd.vn/Products/Images/42/317530/samsung-galaxy-a05s-sliver-thumbnew-600x600.jpg,thegioididong
45,46,Samsung Galaxy A15 5G 8GB/256GB,dtdd,5.090.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a15-5g,,thegioididong
46,47,Samsung Galaxy A25 5G,dtdd,5.590.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-a25-8gb?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/42/319904/samsung-galaxy-a25-5g-xanh-duong-thumb-600x600.jpg,thegioididong
47,48,Xiaomi Redmi Note 13 Pro 5G,dtdd,7.790.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-13-pro-5g,https://cdn.tgdd.vn/Products/Images/42/319670/xiaomi-redmi-note-13-pro-5g-xanhla-thumb-600x600.jpg,thegioididong
48,49,Samsung Galaxy S23 Ultra 5G 8GB/256GB,dtdd,19.990.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-ultra?utm_flashsale=1,,thegioididong
49,50,OPPO Reno10 Pro+ 5G 12GB/256GB,dtdd,19.990.000₫,https://www.thegioididong.com/dtdd/oppo-reno10-pro-plus?utm_flashsale=1,,thegioididong
50,51,Xiaomi 14 5G,dtdd,21.490.000₫,https://www.thegioididong.com/dtdd/xiaomi-14,https://cdn.tgdd.vn/Products/Images/42/298538/xiaomi-14-green-thumbnew-600x600.jpg,thegioididong
51,52,Benco 4G G3,dtdd,380.000₫,https://www.thegioididong.com/dtdd/benco-4g-g3,,thegioididong
52,53,Viettel Sumo 4G T2,dtdd,550.000₫,https://www.thegioididong.com/dtdd/viettel-sumo-4g-t2,,thegioididong
53,54,Masstel Fami 50 4G,dtdd,600.000₫,https://www.thegioididong.com/dtdd/masstel-fami-50,,thegioididong
54,55,Masstel IZI 10 4G,dtdd,410.000₫,https://www.thegioididong.com/dtdd/masstel-izi-10,,thegioididong
55,56,Masstel IZI T6 4G,dtdd,500.000₫,https://www.thegioididong.com/dtdd/masstel-izi-t6,,thegioididong
56,57,Masstel Lux 10,dtdd,420.000₫,https://www.thegioididong.com/dtdd/masstel-lux-10,,thegioididong
57,58,OPPO A60,dtdd,5.090.000₫,https://www.thegioididong.com/dtdd/oppo-a60-128gb,https://cdn.tgdd.vn/Products/Images/42/323543/oppo-a60-blue-thumb-600x600.jpg,thegioididong
58,59,iPhone 13,dtdd,13.490.000₫,https://www.thegioididong.com/dtdd/iphone-13,https://cdn.tgdd.vn/Products/Images/42/223602/iphone-13-midnight-2-600x600.jpg,thegioididong
59,60,Nokia 105 4G Pro,dtdd,680.000₫,https://www.thegioididong.com/dtdd/nokia-105-4g-pro,,thegioididong
60,61,iPhone 13,dtdd,13.490.000₫,https://www.thegioididong.com/dtdd/iphone-13,https://cdn.tgdd.vn/Products/Images/42/223602/iphone-13-midnight-2-600x600.jpg,thegioididong
61,62,iPhone 15 Pro Max,dtdd,29.590.000₫,https://www.thegioididong.com/dtdd/iphone-15-pro-max,https://cdn.tgdd.vn/Products/Images/42/305658/iphone-15-pro-max-black-thumbnew-600x600.jpg,thegioididong
62,63,Nokia 105 4G Pro,dtdd,680.000₫,https://www.thegioididong.com/dtdd/nokia-105-4g-pro,,thegioididong
63,64,Xiaomi Redmi 14C,dtdd,3.090.000₫,https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-6gb-128gb,https://cdn.tgdd.vn/Products/Images/42/329008/xiaomi-redmi-14c-blue-1-600x600.jpg,thegioididong
64,65,Mobell M239,dtdd,500.000₫,https://www.thegioididong.com/dtdd/mobell-m239,,thegioididong
65,66,vivo Y28,dtdd,5.390.000₫,https://www.thegioididong.com/dtdd/vivo-y28,https://cdn.tgdd.vn/Products/Images/42/326016/vivo-y28-vang-thumb-600x600.jpg,thegioididong
66,67,Nokia 220 4G,dtdd,990.000₫,https://www.thegioididong.com/dtdd/nokia-220-4g,,thegioididong
67,68,vivo Y19s,dtdd,3.890.000₫,https://www.thegioididong.com/dtdd/vivo-y19s-6gb-128gb,https://cdn.tgdd.vn/Products/Images/42/331200/vivo-y19s-bac-thumb-600x600.jpg,thegioididong
68,69,Samsung Galaxy M35 5G 8GB/256GB,dtdd,7.040.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-m35-5g?utm_flashsale=1,,thegioididong
69,70,realme C65s,dtdd,3.590.000₫,https://www.thegioididong.com/dtdd/realme-c65s,https://cdn.tgdd.vn/Products/Images/42/328605/TimerThumb/realme-c65s-(2).jpg,thegioididong
70,71,Nokia 110 4G Pro,dtdd,750.000₫,https://www.thegioididong.com/dtdd/nokia-110-4g-pro,,thegioididong
71,72,Nokia HMD 105 4G,dtdd,650.000₫,https://www.thegioididong.com/dtdd/nokia-hmd-105-4g,,thegioididong
72,73,OPPO Reno12 F 8GB/256GB,dtdd,8.190.000₫,https://www.thegioididong.com/dtdd/oppo-reno12-f-4g-8gb-256gb,,thegioididong
73,74,Samsung Galaxy S23 FE 5G,dtdd,10.090.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-fe?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/42/306994/samsung-galaxy-s23-fe-mint-thumbnew-600x600.jpg,thegioididong
74,75,Masstel Fami 60S 4G,dtdd,700.000₫,https://www.thegioididong.com/dtdd/masstel-fami-60s,,thegioididong
75,76,OPPO Reno12 5G,dtdd,11.690.000₫,https://www.thegioididong.com/dtdd/oppo-reno12-5g-12gb-256gb,https://cdn.tgdd.vn/Products/Images/42/327191/oppo-reno12-5g-sliver-thumb-1-600x600.jpg,thegioididong
76,77,Tecno Spark GO 1 3GB/64GB,dtdd,1.990.000₫,https://www.thegioididong.com/dtdd/tecno-spark-go-1,,thegioididong
77,78,HONOR X5 Plus 4GB/64GB,dtdd,2.190.000₫,https://www.thegioididong.com/dtdd/honor-x5-plus?utm_flashsale=1,,thegioididong
78,79,TCL 406s 4GB/64GB,dtdd,1.890.000₫,https://www.thegioididong.com/dtdd/tcl-406s,,thegioididong
79,80,Mobell F209 4G,dtdd,620.000₫,https://www.thegioididong.com/dtdd/mobell-f209,,thegioididong
80,81,HONOR X8b 8GB/512GB,dtdd,6.390.000₫,https://www.thegioididong.com/dtdd/honor-x8b,,thegioididong
81,82,Tecno Spark 20C 8GB/128GB,dtdd,2.490.000₫,https://www.thegioididong.com/dtdd/tecno-spark-20c,,thegioididong
82,83,vivo V30 5G 12GB/512GB,dtdd,12.490.000₫,https://www.thegioididong.com/dtdd/vivo-v30,,thegioididong
83,84,HONOR X6b,dtdd,3.690.000₫,https://www.thegioididong.com/dtdd/honor-x6b-6gb-128gb,https://cdn.tgdd.vn/Products/Images/42/327258/honor-x6b-purple-thumb-600x600.jpg,thegioididong
84,85,Nokia 3210 4G,dtdd,1.590.000₫,https://www.thegioididong.com/dtdd/nokia-3210-4g,,thegioididong
85,86,OPPO Reno12 Pro 5G 12GB/512GB,dtdd,17.290.000₫,https://www.thegioididong.com/dtdd/oppo-reno12-pro,,thegioididong
86,87,vivo V30e 5G,dtdd,9.990.000₫,https://www.thegioididong.com/dtdd/vivo-v30e-12gb,https://cdn.tgdd.vn/Products/Images/42/325136/vivo-v30e-nau-thumb-1-600x600.jpg,thegioididong
87,88,Xiaomi 14T 5G 12GB/512GB Xanh,dtdd,11.990.000₫,https://www.thegioididong.com/dtdd/xiaomi-14t-5g-12gb-512gb-xanh,,thegioididong
88,89,Samsung Galaxy M15 5G,dtdd,4.290.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-m15-5g-4gb?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/42/325073/samsung-galaxy-m15-5g-blue-thumb-1-600x600.jpg,thegioididong
89,90,realme 12,dtdd,6.790.000₫,https://www.thegioididong.com/dtdd/realme-12,https://cdn.tgdd.vn/Products/Images/42/319466/realme-12-green-thumb-600x600.jpg,thegioididong
90,91,iPhone 14 Plus,dtdd,20.090.000₫,https://www.thegioididong.com/dtdd/iphone-14-plus,https://cdn.tgdd.vn/Products/Images/42/245545/iPhone-14-plus-thumb-xanh-1-600x600.jpg,thegioididong
91,92,Samsung Galaxy M54 5G 8GB/256GB,dtdd,7.290.000₫,https://www.thegioididong.com/dtdd/samsung-galaxy-m54?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/42/275953/samsung-galaxy-m54-xanh-thumb-600x600.jpg,thegioididong
92,93,Itel it9310,dtdd,650.000₫,https://www.thegioididong.com/dtdd/itel-it9310,,thegioididong
93,94,Tecno Spark Go 2024 3GB/64GB,dtdd,1.890.000₫,https://www.thegioididong.com/dtdd/tecno-spark-go-2024,https://cdn.tgdd.vn/Products/Images/42/325154/tecno-spark-go-2024-yellow-thumb-600x600.jpg,thegioididong
94,95,Itel it9211,dtdd,490.000₫,https://www.thegioididong.com/dtdd/itel-it9211,,thegioididong
95,96,vivo V40 5G 12GB/256GB,dtdd,-1,https://www.thegioididong.com/dtdd/vivo-v40-5g,https://cdn.tgdd.vn/Products/Images/42/331985/vivo-v40-5g-cam-hong-thumb-600x600.jpg,thegioididong
96,97,Xiaomi POCO M6 6GB/128GB,dtdd,3.490.000₫,https://www.thegioididong.com/dtdd/xiaomi-poco-m6?utm_flashsale=1,https://cdn.tgdd.vn/Products/Images/42/327343/xiaomi-poco-m6-purple-thumb-600x600.jpg,thegioididong
97,98,vivo Y03T 4GB/128GB,dtdd,3.290.000₫,https://www.thegioididong.com/dtdd/vivo-y03t-4gb-128gb,https://cdn.tgdd.vn/Products/Images/42/329005/vivo-y03t-den-thumb-600x600.jpg,thegioididong
98,99,Nokia 105,dtdd,610.000₫,https://www.thegioididong.com/dtdd/nokia-105-4g,https://cdn.tgdd.vn/Products/Images/42/240194/nokia-105-4g-blue-600x600.jpg,thegioididong
99,100,Mobell F309 4G,dtdd,760.000₫,https://www.thegioididong.com/dtdd/mobell-f309,https://cdn.tgdd.vn/Products/Images/42/304608/mobell-f309-trang-thumb-600x600.jpg,thegioididong
100,101,OPPO A79 5G 8GB/256GB,dtdd,7.190.000₫,https://www.thegioididong.com/dtdd/oppo-a79-5g,https://cdn.tgdd.vn/Products/Images/42/316776/oppo-a79-5g-tim-thumb-1-2-600x600.jpg,thegioididong
101,102,OPPO A78 8GB/256GB,dtdd,6.490.000₫,https://www.thegioididong.com/dtdd/oppo-a78,https://cdn.tgdd.vn/Products/Images/42/309847/oppo-a78-xanh-thumb-1-600x600.jpg,thegioididong
102,103,realme C60 4GB/64GB,dtdd,2.790.000₫,https://www.thegioididong.com/dtdd/realme-c60,https://cdn.tgdd.vn/Products/Images/42/322919/realme-c60-blue-thumb-600x600.jpg,thegioididong
103,104,Mobell Rock 4 4G,dtdd,790.000₫,https://www.thegioididong.com/dtdd/mobell-rock-4,https://cdn.tgdd.vn/Products/Images/42/288631/mobell-rock-4-xanh-la-thumb-600x600.jpg,thegioididong
104,105,realme C61,dtdd,3.490.000₫,https://www.thegioididong.com/dtdd/realme-c61-4gb-128gb,https://cdn.tgdd.vn/Products/Images/42/327975/realme-c61-gold-thumb-600x600.jpg,thegioididong
105,106,HONOR 200 5G,dtdd,12.090.000₫,https://www.thegioididong.com/dtdd/honor-200-12gb-256gb,https://cdn.tgdd.vn/Products/Images/42/329133/honor-200-white-thumb-600x600.jpg,thegioididong
106,107,Xiaomi 14 Ultra 5G 16GB/512GB,dtdd,25.990.000₫,https://www.thegioididong.com/dtdd/xiaomi-14-ultra,https://cdn.tgdd.vn/Products/Images/42/313889/xiaomi-14-ultra-white-thumbnew-600x600.jpg,thegioididong
107,108,Mobell M539 4G,dtdd,700.000₫,https://www.thegioididong.com/dtdd/mobell-m539,https://cdn.tgdd.vn/Products/Images/42/288630/mobell-m539-vang-thumb-600x600.jpg,thegioididong
108,109,OPPO Find N3 Flip 5G 12GB/256GB Đen/Vàng đồng,dtdd,22.990.000₫,https://www.thegioididong.com/dtdd/oppo-find-n3-flip,https://cdn.tgdd.vn/Products/Images/42/309835/oppo-n3-flip-vang-thumb-600x600.jpg,thegioididong
109,110,realme 13+ 5G,dtdd,9.290.000₫,https://www.thegioididong.com/dtdd/realme-13-plus-5g-8gb-256gb,https://cdn.tgdd.vn/Products/Images/42/330620/realme-13-plus-tim-thumb-600x600.jpg,thegioididong
110,111,OPPO Find N3 5G 16GB/512GB,dtdd,41.990.000₫,https://www.thegioididong.com/dtdd/oppo-find-n3,https://cdn.tgdd.vn/Products/Images/42/302953/oppo-find-n3-vang-dong-thumb-600x600.jpg,thegioididong
111,112,iPhone 15 Pro,dtdd,28.490.000₫,https://www.thegioididong.com/dtdd/iphone-15-pro-256gb,https://cdn.tgdd.vn/Products/Images/42/303831/iphone-15-pro-black-thumbnew-600x600.jpg,thegioididong
112,113,OPPO A58 8GB/128GB,dtdd,5.490.000₫,https://www.thegioididong.com/dtdd/oppo-a58-4g,https://cdn.tgdd.vn/Products/Images/42/311354/oppo-a58-4g-green-thumb-600x600.jpg,thegioididong
113,114,Mobell M331 4G,dtdd,550.000₫,https://www.thegioididong.com/dtdd/mobell-m331,https://cdn.tgdd.vn/Products/Images/42/314697/mobell-m331-thumb-xanh-1-600x600.jpg,thegioididong
114,115,Itel it2600,dtdd,490.000₫,https://www.thegioididong.com/dtdd/itel-it2600,https://cdn.tgdd.vn/Products/Images/42/328399/itel-it2600-black-thumb-1-600x600.jpg,thegioididong
115,116,ASUS Zenfone Max M2,dtdd,-1,https://www.thegioididong.com/dtdd/asus-zenfone-max-m2,,thegioididong
116,117,realme C75,dtdd,5.690.000₫,https://www.thegioididong.com/dtdd/realme-c75-8gb-128gb,https://cdn.tgdd.vn/Products/Images/42/332234/realme-c75-gold-thumb-600x600.jpg,thegioididong
117,118,Dell Inspiron 15 3520 i5 1235U (N5I5052W1),laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-n5i5052w1,,thegioididong
118,119,Asus Vivobook Go 15 E1504FA R5 7520U (NJ776W),laptop,12.390.000₫,https://www.thegioididong.com/laptop/asus-vivobook-go-15-e1504fa-r5-nj776w?utm_flashsale=1,,thegioididong
119,120,Lenovo Ideapad Slim 3 15IAH8 i5 12450H (83ER000EVN),laptop,13.390.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15iah8-i5-83er00evn?utm_flashsale=1,,thegioididong
120,121,Acer Aspire 3 A315 44P R9W8 R7 5700U (NX.KSJSV.002),laptop,10.690.000₫,https://www.thegioididong.com/laptop/acer-aspire-a315-44p-r9w8-r7-nxksjsv002,,thegioididong
121,122,HP 15 fd0234TU i5 1334U (9Q969PA),laptop,15.690.000₫,https://www.thegioididong.com/laptop/hp-15-fd0234tu-i5-9q969pa,,thegioididong
122,123,HP 15 fc0085AU R5 7430U (A6VV8PA),laptop,12.890.000₫,https://www.thegioididong.com/laptop/hp-15-fc0085au-r5-a6vv8pa,,thegioididong
123,124,Asus Vivobook 15 X1504ZA i3 1215U (NJ102W),laptop,9.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i3-nj102w?utm_flashsale=1,,thegioididong
124,125,MacBook Air 13 inch M1,laptop,18.490.000₫,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,,thegioididong
125,126,Lenovo Ideapad 1 15ALC7 R7 5700U (82R400C1VN),laptop,12.790.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn,,thegioididong
126,127,Acer Aspire Lite 14 51M 59BN i5 1235U (NX.KTXSV.001),laptop,13.490.000₫,https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001,,thegioididong
127,128,HP 15 fd0303TU i3 1315U (A2NL4PA),laptop,10.590.000₫,https://www.thegioididong.com/laptop/hp-15-fd0303tu-i3-a2nl4pa,,thegioididong
128,129,Asus Vivobook 15 OLED A1505ZA i5 12500H (MA415W),laptop,16.490.000₫,https://www.thegioididong.com/laptop/asus-asus-vivobook-15-oled-a1505za-i5-ma415w?utm_flashsale=1,,thegioididong
129,130,Lenovo Ideapad Slim 3 15AMN8 R5 7520U (82XQ00J0VN),laptop,11.790.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15amn8-r5-82xq00j0vn,,thegioididong
130,131,Acer Aspire 3 A314 42P R3B3 R7 5700U (NX.KSFSV.001),laptop,11.990.000₫,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,,thegioididong
131,132,MacBook Air 13 inch M2 2022 8-core CPU,laptop,23.290.000₫,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022,https://cdn.tgdd.vn/Products/Images/44/282827/apple-macbook-air-m2-2022-xanh-600x600.jpg,thegioididong
132,133,Dell Inspiron 15 3520 i5 1235U,laptop,16.490.000₫,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-25p231,,thegioididong
133,134,HP 240 G9 i5 1235U (AG2J7AT),laptop,14.690.000₫,https://www.thegioididong.com/laptop/hp-240-g9-i5-ag2j7at,,thegioididong
134,135,Acer Aspire 3 A315 58 529V i5 1135G7 (NX.ADDSV.00N),laptop,8.990.000₫,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-529v-i5-nxaddsv00n?utm_flashsale=1,,thegioididong
135,136,Lenovo Ideapad Slim 5 14IAH8 i5 12450H (83BF003WVN),laptop,16.190.000₫,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14iah8-i5-83bf003wvn,,thegioididong
136,137,Asus Gaming Vivobook K3605ZF i5 12500H (RP745W),laptop,17.390.000₫,https://www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w?utm_flashsale=1,,thegioididong
137,138,Asus Vivobook X1404ZA i5 1235U (NK376W),laptop,13.990.000₫,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w?utm_flashsale=1,,thegioididong
